,prev_line,current_line
7012,‪だから‬ ‪ブルーロックで生き残るために‬,‪悪役として フィールドを‬ ‪制圧する方法を見つけた‬
7013,‪悪役として フィールドを‬ ‪制圧する方法を見つけた‬,‪ただ それだけだ‬
7014,‪ただ それだけだ‬,‪まっ 相手も‬ ‪めちゃくちゃ強かったしね‬
7015,‪まっ 相手も‬ ‪めちゃくちゃ強かったしね‬,‪中途半端な相手じゃ‬ ‪感じれなかったことでしょ‬
7016,‪中途半端な相手じゃ‬ ‪感じれなかったことでしょ‬,‪フン… まあ そんなとこだ‬
7017,‪フン… まあ そんなとこだ‬,‪それで あの… 突進 掛ける‬ ‪チョップドリブルっていう‬
7018,‪それで あの… 突進 掛ける‬ ‪チョップドリブルっていう‬,‪お前の新しい武器が生まれたのか‬
7019,‪お前の新しい武器が生まれたのか‬,‪うん… やっぱスゲえよ お前‬
7020,‪うん… やっぱスゲえよ お前‬,‪別に…‬ ‪悪役だろうが なんだろうが‬
7021,‪別に…‬ ‪悪役だろうが なんだろうが‬,‪フィールドのキングとして‬ ‪世界一のストライカーになるのが‬
7022,‪フィールドのキングとして‬ ‪世界一のストライカーになるのが‬,‪俺の夢だからな‬
7023,‪俺の夢だからな‬,‪お前には もう二度と負けねえぞ 潔‬
7024,‪お前には もう二度と負けねえぞ 潔‬,‪‬ ‪あっ もしかして 今 潔のこと‬
7025,‪‬ ‪あっ もしかして 今 潔のこと‬,‪初めて“潔”って呼んだくない？‬
7026,‪初めて“潔”って呼んだくない？‬,‪えっ？　あ…‬
7027,‪えっ？　あ…‬,‪んなもん いちいち覚えてねえし‬
7028,‪んなもん いちいち覚えてねえし‬,‪めんどくせえな クサオ‬
7029,‪めんどくせえな クサオ‬,‪クサオじゃない　凪だ‬ ‪俺も名前で呼べ‬
7030,‪クサオじゃない　凪だ‬ ‪俺も名前で呼べ‬,‪うぜえ… くっせ～‬
7031,‪うぜえ… くっせ～‬,‪あっ こら！　失礼なヤツ‬
7032,‪あっ こら！　失礼なヤツ‬,‪ハハハッ‬
7033,‪ハハハッ‬,‪凪‬
7034,‪凪‬,‪ナイスゲーム‬ ‪ういっす‬
7035,‪ナイスゲーム‬ ‪ういっす‬,‪すごい…‬ ‪チョップドリブルからの３人抜き‬
7036,‪すごい…‬ ‪チョップドリブルからの３人抜き‬,‪そして 右上隅への‬ ‪正確無比なシュート‬
7037,‪そして 右上隅への‬ ‪正確無比なシュート‬,‪その技術だけ切り取れば‬ ‪国内屈指の能力です‬
7038,‪その技術だけ切り取れば‬ ‪国内屈指の能力です‬,馬狼照英君
7039,馬狼照英君,彼の覚醒も計算済み だったんですか？
7040,彼の覚醒も計算済み だったんですか？,絵心(えご)さん
7041,絵心(えご)さん,‪いや 全然‬ ‪あれは彼の才能‬
7042,‪いや 全然‬ ‪あれは彼の才能‬,‪えっ？‬
7043,‪えっ？‬,‪いいかい？　アンリちゃん‬
7044,‪いいかい？　アンリちゃん‬,‪敗北ってのは 勝負の世界に‬ ‪必ず発生する ただの現象だ‬
7045,‪敗北ってのは 勝負の世界に‬ ‪必ず発生する ただの現象だ‬,‪たとえ世界一のストライカーでも‬ ‪全戦全勝なんてのは ありえない‬
7046,‪たとえ世界一のストライカーでも‬ ‪全戦全勝なんてのは ありえない‬,‪大事なのは 敗北に何を学ぶかだ‬
7047,‪大事なのは 敗北に何を学ぶかだ‬,‪敗北した者は‬ ‪そのフィールドから否定される‬
7048,‪敗北した者は‬ ‪そのフィールドから否定される‬,‪戦う者にとって‬ ‪それ以上の絶望はない‬
7049,‪戦う者にとって‬ ‪それ以上の絶望はない‬,‪なのに 多くの凡人どもは‬ ‪この絶望を正しく刻まない‬
7050,‪なのに 多くの凡人どもは‬ ‪この絶望を正しく刻まない‬,‪ここ 重要‬
7051,‪ここ 重要‬,‪自分に才能がなく‬ ‪非力だったと否定され‬
7052,‪自分に才能がなく‬ ‪非力だったと否定され‬,‪間違いを認めるのが怖いから‬ ‪無意識に言い逃れをするんだ‬
7053,‪間違いを認めるのが怖いから‬ ‪無意識に言い逃れをするんだ‬,‪それはそれは見事に無意識に‬
7054,‪それはそれは見事に無意識に‬,‪いや まだ始まったばかりだ！‬
7055,‪いや まだ始まったばかりだ！‬,‪そうだ‬ ‪人生に試合終了なんてない！‬
7056,‪そうだ‬ ‪人生に試合終了なんてない！‬,‪今までの努力を‬ ‪ムダにしないためにも‬
7057,‪今までの努力を‬ ‪ムダにしないためにも‬,‪諦めないのが正解だと‬ ‪己を錯覚させる‬
7058,‪諦めないのが正解だと‬ ‪己を錯覚させる‬,‪それを俺は‬ ‪“夢のドーピング”と呼ぶ‬
7059,‪それを俺は‬ ‪“夢のドーピング”と呼ぶ‬,‪かなえるためにあったはずの夢が‬
7060,‪かなえるためにあったはずの夢が‬,‪いつのまにか‬ ‪追うことが目的にすり替わる‬
7061,‪いつのまにか‬ ‪追うことが目的にすり替わる‬,‪そうやって 己をごまかし続ける‬ ‪夢の亡霊になったゴミに‬
7062,‪そうやって 己をごまかし続ける‬ ‪夢の亡霊になったゴミに‬,‪俺は１ミリも興味はない‬
7063,‪俺は１ミリも興味はない‬,‪夢は かなえるために生きなきゃ‬ ‪意味がない‬
7064,‪夢は かなえるために生きなきゃ‬ ‪意味がない‬,‪だからこそ 敗北は夢の岐路だ‬
7065,‪だからこそ 敗北は夢の岐路だ‬,‪必要なのは この瞬間に‬ ‪己の非力を痛感できる強さ‬
7066,‪必要なのは この瞬間に‬ ‪己の非力を痛感できる強さ‬,‪絶望する才能だ‬
7067,‪絶望する才能だ‬,‪思い描いた夢の道筋を‬
7068,‪思い描いた夢の道筋を‬,‪諦めることでしか‬ ‪見ることのできない道筋があり‬
7069,‪諦めることでしか‬ ‪見ることのできない道筋があり‬,‪それが新しい己の可能性となる‬
7070,‪それが新しい己の可能性となる‬,‪絶望しても‬ ‪なお 戦わんとする人間に‬
7071,‪絶望しても‬ ‪なお 戦わんとする人間に‬,‪夢をかなえる力は宿る‬
7072,‪夢をかなえる力は宿る‬,‪さあ 敗北者どもよ‬
7073,‪さあ 敗北者どもよ‬,‪次は お前らの岐路だ‬
7074,‪次は お前らの岐路だ‬,‪あと一歩だった…‬
7075,‪あと一歩だった…‬,‪あのパスさえ通ってれば‬ ‪俺が決めて勝ってたのに！‬
7076,‪あのパスさえ通ってれば‬ ‪俺が決めて勝ってたのに！‬,‪俺は… 通用しなかった‬
7077,‪俺は… 通用しなかった‬,‪本気になったあいつらに‬ ‪何もさせてもらえなかった‬
7078,‪本気になったあいつらに‬ ‪何もさせてもらえなかった‬,‪これが現実…‬
7079,‪これが現実…‬,‪負けた…‬ ‪俺は なんのために…‬
7080,‪負けた…‬ ‪俺は なんのために…‬,‪で… どうする？　潔‬
7081,‪で… どうする？　潔‬,‪だな　選ぶぞ‬
7082,‪だな　選ぶぞ‬,‪ああ‬
7083,‪ああ‬,‪凛(りん)に勝つために‬
7084,‪凛(りん)に勝つために‬,‪蜂楽(ばちら)を取り戻すために‬
7085,‪蜂楽(ばちら)を取り戻すために‬,‪仲間にするのは…‬
7086,‪仲間にするのは…‬,‪さあ…‬
7087,‪さあ…‬,‪誰にする？‬
7088,‪誰にする？‬,‪５時30分 起床‬ ‪メールチェック 朝ヨガ‬
7089,‪５時30分 起床‬ ‪メールチェック 朝ヨガ‬,‪６時30分 絵心さんを起こす‬ ‪絵心さんの部屋掃除‬
7090,‪６時30分 絵心さんを起こす‬ ‪絵心さんの部屋掃除‬,‪７時30分 朝食‬
7091,‪７時30分 朝食‬,‪９時 各選手の体調データチェック‬ ‪絵心さんとミーティング‬
7092,‪９時 各選手の体調データチェック‬ ‪絵心さんとミーティング‬,‪10時 セレクションの進行チェック‬
7093,‪10時 セレクションの進行チェック‬,‪10時30分 各選手の個人データ更新‬
7094,‪10時30分 各選手の個人データ更新‬,‪12時30分 昼食‬ ‪‬
7095,‪12時30分 昼食‬ ‪‬,‪ワールドカップ優勝のために‬ ‪午後も頑張ります！‬
7096,‪ワールドカップ優勝のために‬ ‪午後も頑張ります！‬,‪13時30分 サッカーの勉強タイム‬ ‪おやつタイム‬
7097,‪13時30分 サッカーの勉強タイム‬ ‪おやつタイム‬,‪15時 セレクションの進行チェック‬
7098,‪15時 セレクションの進行チェック‬,‪15時30分 絵心さんとミーティング‬
7099,‪15時30分 絵心さんとミーティング‬,‪18時 日本フットボール連合への‬ ‪レポート作成‬
7100,‪18時 日本フットボール連合への‬ ‪レポート作成‬,‪19時30分‬ ‪各選手の体調データチェック‬
7101,‪19時30分‬ ‪各選手の体調データチェック‬,‪20時30分 業務終了‬
7102,‪20時30分 業務終了‬,‪21時 ゆうは～ん‬
7103,‪21時 ゆうは～ん‬,‪ふ～　ちかれた～‬
7104,‪ふ～　ちかれた～‬,‪それにしても あの人‬ ‪カップ麺しか食べてないよな‬
7105,‪それにしても あの人‬ ‪カップ麺しか食べてないよな‬,‪体 大丈夫かな‬
7106,‪体 大丈夫かな‬,‪たまにはちゃんとしたもの‬ ‪食べてもらおう‬
7107,‪たまにはちゃんとしたもの‬ ‪食べてもらおう‬,‪絵心さん 夜食に‬ ‪野菜炒めとかどうですか‬
7108,‪絵心さん 夜食に‬ ‪野菜炒めとかどうですか‬,‪あとブロッコリーサラダも‬
7109,‪あとブロッコリーサラダも‬,‪うん たまには‬ ‪こういうのもいいね‬
7110,‪うん たまには‬ ‪こういうのもいいね‬,‪おいしい～‬
7111,‪おいしい～‬,‪台なしだ　バカヤロ～！‬
7112,‪台なしだ　バカヤロ～！‬,‪頑張って耐えるのよ 私‬
7113,‪頑張って耐えるのよ 私‬,‪よ… よかったです～‬
7114,‪よ… よかったです～‬,‪おやすみなさ～い‬
7115,‪おやすみなさ～い‬,‪すべては‬ ‪ワールドカップ優勝のために！‬
7116,‪さあ… 誰にする？‬,‪俺は やっぱ‬ ‪あの50番 國神(くにがみ)だな‬
7117,‪俺は やっぱ‬ ‪あの50番 國神(くにがみ)だな‬,‪ポストプレイヤーとして‬ ‪ボールキープできるし‬
7118,‪ポストプレイヤーとして‬ ‪ボールキープできるし‬,‪あいつが入れば 前線で もっと‬ ‪チームに溜(た)めが出来る‬
7119,‪あいつが入れば 前線で もっと‬ ‪チームに溜(た)めが出来る‬,‪そうすりゃ もっと‬ ‪俺がゴールを奪える‬
7120,‪そうすりゃ もっと‬ ‪俺がゴールを奪える‬,‪いや それなら レオのほうが‬ ‪アンカーで溜め作れるし‬
7121,‪いや それなら レオのほうが‬ ‪アンカーで溜め作れるし‬,‪攻守のバランスを取ってくれる‬
7122,‪攻守のバランスを取ってくれる‬,俺たちが 好き勝手 動くには
7123,俺たちが 好き勝手 動くには,ベストの人選でしょ
7124,ベストの人選でしょ,‪フン… まあ ありか‬
7125,‪フン… まあ ありか‬,‪でしょ‬
7126,‪でしょ‬,‪‬ ‪確かに それでチームは まとまる‬
7127,‪‬ ‪確かに それでチームは まとまる‬,‪でもさ…‬
7128,‪でもさ…‬,‪それは俺たちの可能性を潰す‬ ‪自殺行為だぞ‬
7129,‪それは俺たちの可能性を潰す‬ ‪自殺行為だぞ‬,‪あ？‬ ‪えっ？‬
7130,‪あ？‬ ‪えっ？‬,‪今 バランスのいいチームに‬ ‪まとまるのは‬
7131,‪今 バランスのいいチームに‬ ‪まとまるのは‬,‪確かに正しい方法だけど‬ ‪俺たちのやり方じゃない‬
7132,‪確かに正しい方法だけど‬ ‪俺たちのやり方じゃない‬,‪思い出せよ‬ ‪二次セレクションクリアの鍵は‬
7133,‪思い出せよ‬ ‪二次セレクションクリアの鍵は‬,‪化学反応だろ‬
7134,‪化学反応だろ‬,‪俺たちは それを‬ ‪ライブで起こせたから‬
7135,‪俺たちは それを‬ ‪ライブで起こせたから‬,‪今 ここにいるんだろ‬
7136,‪今 ここにいるんだろ‬,‪俺が馬狼を食って‬ ‪馬狼が俺を食い返して‬
7137,‪俺が馬狼を食って‬ ‪馬狼が俺を食い返して‬,‪俺たちですら 誰も‬ ‪あんなプレー 想像できなかった‬
7138,‪俺たちですら 誰も‬ ‪あんなプレー 想像できなかった‬,‪その予測不能こそが‬ ‪俺たちのサッカーだろ‬
